steming_data,Score,Sentiment
apknya bagus lihat crush cewek,1,Positif
guna banget deteksi nomernya,2,Positif
wajib aplikasi bagus hp bantu banget,-1,Negatif
apk verifikasi tunggu jam masuk kodeny ecek nomor orang cape tunggu kode verifikasi,-3,Negatif
aplikasi nih instal,-1,Negatif
game bagus banget ya saksi tampan orang blakangnye yyang aneh kuta baik cari tidur assalamualaikum t hwhwh bajqkqk ii blakangnye abang jali jali jali den cagurofficial,7,Positif
apk ya bagus download nanati menyeal oke,2,Positif
langgan,1,Positif
ya tau nama asli milik nomer gps ya,3,Positif
gue kasih bintang tanda taruh tipu hapus takut korban,-2,Negatif
bantu no kenal,1,Positif
premium lihat tanda,1,Positif
bantu telpon simpan blokir spam,-3,Negatif
download apk doang download kasih bintang,1,Positif
batu nomor kenal,-1,Negatif
apk mantap genk wajib donload tau,-1,Negatif
bagusjadi tau nama phone orang,-1,Negatif
bantu informasi orang kenal,1,Positif
sambung wa,-1,Negatif
bantu banget sok sukses,2,Positif
bantu sekalidlm apapunmksih gercontact,-1,Negatif
moga maksimal aplikasi,1,Positif
mmbantu premium,1,Positif
suka sih entar buka cowok beh sakit hati,-1,Negatif
aplikasi bagus bantu,-1,Negatif
aplikasi bagus,-1,Negatif
kacau save nomer tipu saing rekan kerja,1,Positif
bantu kasih tag nama orang telfon tau deh orang orang kenal meminimalisir tipu,-1,Negatif
bantu nih app,1,Positif
login ribet,-1,Negatif
orang privasi ya apk kayak cipta ngerusak privasi orang,1,Positif
bantu cari info,-2,Negatif
buruk langgan,-1,Negatif
bantu identifikasi no kenal,1,Positif
apk ya jelek banget login jancokk,1,Positif
apaanapaan bagt anjg tb tb potong saldo gue apk gnjls,-1,Negatif
aplikasi guna bantu,-1,Negatif
keren sayang mahalutkupgradenya,-1,Negatif
terimakasih ya berkat aplikasi tau doi ku selingkuh the best,-1,Negatif
aplikasi pentingmembantu banget,-1,Negatif
lumayan aplikasi ya donwod ya,1,Positif
gue update bas kali tulis update njn cpe gue habisin kuota,-1,Negatif
susah daftar but gapapa,-1,Negatif
bantu sayasekarang penipuberkedokasuransi,-1,Negatif
sistem anonim guna get kontak premium sistem anonim,1,Positif
bantu nomor kontak,1,Positif
bagus sih ketawa lihat name tag hp kontak orang,2,Positif
aplikasi fungsi,-1,Negatif
langgan kayak gratis,1,Positif
verifikasi ya,1,Positif
alam gang bagus getcontct,-1,Negatif
bantu nama sapa kontak,-1,Negatif
cek nomor negeri aplikasi,-2,Negatif
bagus banget telpon niat tipu,1,Positif
bagus aplikasi ya nomor suka telepon jelaspenipuan,-1,Negatif
milking user ya,1,Positif
kenal bayar,-1,Negatif
hebat aplikasi premium,-1,Negatif
bayar canggih,1,Positif
apk bayar kaya,-1,Negatif
aplikasi bagus safety call,-1,Negatif
pas terinstal,1,Positif
aplikasi bantu telepon,-1,Negatif
bagus nge sv tau,-1,Negatif
error buka,-1,Negatif
terimakasih apknya lumayan bagus,1,Positif
lihat nama sih telpon kontak,1,Positif
bantu telpon kenal,-1,Negatif
apk ya mantap bagus tanks getcontact,2,Positif
apk konyol katanyah suruh tulis nomor menghubungitapi kgk nelfon tahi apk,-4,Negatif
bagus manfaat nomor orang iseng spam,-1,Negatif
manfaat telpon gelap,1,Positif
percuna download cuman nya nysel download nya,-1,Negatif
bantu contact spam,-1,Negatif
suka bayar gratis bayar,1,Positif
bantu adana get contact harusna orang mendownloadna,-1,Negatif
tahap ajar moga manfaat depan baik,2,Positif
membantuaplikasi ya bagus,1,Positif
bantu kawan jati ya,1,Positif
aplikasi bantu unyuk tangkal tipu tipu scammer,-1,Negatif
pakai dana,1,Positif
bantu cari identitas orang,-1,Negatif
membantubila telepon tipu,-1,Negatif
bagus orang asing menge chat,1,Positif
verifikasi minim,-1,Negatif
keren real detake nomor tipu,1,Positif
nama kontak muncul,-1,Negatif
bantu sukses apk,1,Positif
huhuu banget getcontact suka beli baju online ig tipu lagiiakuu sayang kamuuu getcontact huhuu,-1,Negatif
paham ya,1,Positif
bantu telepon pas tipu,1,Positif
kasih bintang mngguakan aplikasi tau mnggu nya sudan muas bintang nya,-1,Negatif
bantu kenal nomor hubung hubung,1,Positif
apk identitas tetetep tahu,-1,Negatif
pakai premium tag hilang,1,Positif
paham teman sahabat orang kenal salah paham komunikasi,-1,Negatif
langgan bayar,1,Positif
bagus sih lihat ya,2,Positif
banget aplikasi bantu banget lihat nomer tipu,2,Positif
trimakasih bantu lacak nomor kenal,1,Positif
premium kikir banget,3,Positif
kecewasekarang ecek nomer bayar,-1,Negatif
bantu kerja,1,Positif
bantu nomer,-1,Negatif
no kontak bikin teman,1,Positif
kntk ya,1,Positif
parah sih lihat tag bayar dasar aplikasi,-1,Negatif
gbsa daftar susah banget orang betmut betmut menang,1,Positif
kecewa langgan ecek nomor,1,Positif
benar keren banget suka kayak,1,Positif
pas pasuk no hp teman cek get contact hayo aku hayo hewan hayo wkwkwkwk hewan hewan hayo tau unistal nih apk hayo,4,Positif
aplikasi bagus gara aplikasi sadar jomblo,-3,Negatif
deteksi lokasi ya,1,Positif
bantu tipu,1,Positif
enak enak bayar bayar,1,Positif
apk bantu lacak nomor kenal,1,Positif
kode verfikasi masuk nomorpadahal nomor,-2,Negatif
download getcontact ujung ujung ya bayar,-1,Negatif
bagus banget wajib banget dowload deh sesal,1,Positif
bagus banget aplikasi mudah cek kontak orang,-1,Negatif
iklan kasih bintang,-1,Negatif
paraahhhhhhh lihat nama orang nih apk sih jlk,1,Positif
kasih bintang bagus akurat bintang,-1,Negatif
bagus cari tau ngontak tipu,-2,Negatif
login limit,-1,Negatif
semenjak kenal aplikasi mudah tipu kali,-1,Negatif
prinsip oke banget,2,Positif
keren nih aplikasi orang nama,-1,Negatif
jujur aplikasi jelek banget gue hapus aplikasi,-3,Negatif
bagus apk,1,Positif
moga apli ya bagus kecewa,2,Positif
nomor tipu lindung terang milik nomor tolak tampil,1,Positif
ribet langgan bayar,-1,Negatif
buruk apk ganggu privasi orang,-2,Negatif
halo cipta getcontak lihat chat orang ya ya tolong kasih tau kasih bntng kasih tau teman teman,3,Positif
aplikasi bagus download ya,1,Positif
mantap sayang ya lihat orang ya,4,Positif
min bagus gue tau suka ya goodbye,-1,Negatif
menganggu privasi masuk aplikasi,-2,Negatif
bantu manfaat tingkat maju ya,3,Positif
bantu transaksi,1,Positif
aplikasi ya bagus bantu,-1,Negatif
kudu duit,-1,Negatif
alhamdulillah aplikasi kurang risiko tipu,-2,Negatif
kontak gue getcontact cuman pcr gue gue lihat sv no gue pakai nma tolong baik,1,Positif
manfaat cuman ptemium gagal ya,1,Positif
aplikasi getcontact bagus suka,-1,Negatif
dana potong isi dana butuh dimakanin apk kayak mah nama curi uang beredok apk,-2,Negatif
lumayan sayang lihat nomer orang curiga,1,Positif
maksi kecewa aplikasi gih bikin kecewa orang,-1,Negatif
apk ya masuk pas jadi apk defalut,1,Positif
ok banget aplikasi mudah ribet kayak,-1,Negatif
aplikasiny guna banget banget komen negatifheran gue,3,Positif
kasih cek nomor wa,-1,Negatif
kontak kagak cumam sebagia sajahv,-1,Negatif
aplikasi kayak doang mbak,-2,Negatif
aplikasi bagus nomor ku sv,-1,Negatif
apk guna ngestak logo,1,Positif
asik bayar,1,Positif
deh buar bagus kerja ya,2,Positif
download apk ya buka ya,2,Positif
bayar tariff sih paham banget gue tolong tingkat,2,Positif
jalan sesuai fungsi,1,Positif
apk bagus no,1,Positif
aplikasi repot,-2,Negatif
bayar,1,Positif
aplikasi,-1,Negatif
jelek iklan,-1,Negatif
lihat tag orang premium,2,Positif
bagus banget apk nya lihat orang cari,1,Positif
aplikasi ribet download nyesal,-3,Negatif
bantu kena tipu alhamdulillah,-1,Negatif
mantap getcontak tingkat menejemenya,2,Positif
apk ya bagus game ya burik,3,Positif
terimakasih getcontact tau nama kantak hp,-1,Negatif
bagus duit internet explorer kasadayana mun chatan jeg,-1,Negatif
bagus banget gila nelpon get contact ya bilang tipu bagus banget sih parah,2,Positif
batu telepon tipu,-1,Negatif
donlot disuru bayar,1,Positif
bagus banget ngestalk,1,Positif
aplikasi buruk pas sibuka bikin hp hang,-1,Negatif
telusur,1,Positif
aplikasi termuantull lihat tag kontak,1,Positif
untung cepat download aplikasi atok habis uang tipu terimakasih getcontact,1,Positif
sinyal bagus muteerrrr melulu,-1,Negatif
coba coba moga brguna brmanfaat banget,2,Positif
daftar akun susah batesi daftar ya,1,Positif
tahu ya ya nyimpan nomor sebut,2,Positif
lawak dek lihat nomor tipu bayar lihat tag ya,3,Positif
bagus tau info contack spam,-3,Negatif
bagus banget aplikasi sayang ya bayar,1,Positif
lihat premium kemarin,2,Positif
bagus sih tampil dikit doang kasih,-1,Negatif
bayar ya,1,Positif
sayang sangkut izin tau lacak,-2,Negatif
pokok good biar gratis,2,Positif
apk ya bagus guna mmbantu tmksih,2,Positif
tega bikin aplikasi kayak,-3,Negatif
min tolong baik daftar pakai wa bisnis,1,Positif
bantu identifikasi nomor,-1,Negatif
aplikasi ya bagus buru downlod kasih bintang ahhhhhhhhhhhhhh,1,Positif
enak banget cocok banget,2,Positif
kak aplikasi getcontack tau privat teman wkwkwk akak kak,-1,Negatif
aplikasi bantu banget cari info kontak orang biar tipu ganggu orang kenal,-3,Negatif
bantu jual online,1,Positif
baik pokoknyabterutama hindar spamyang,-1,Negatif
gunany sih guna ngehapus tag orang kayak tulis pakai kapur putih papan putih,-2,Negatif
kasih bintang aplikasi bantu nama wa,-1,Negatif
suruh bayar ish gratis kali hilang nge cek no hp orang qintil banget,-1,Negatif
bagus apk ya ngecewain,1,Positif
getcontack bilang cinta salah guna muuuuuuuuuuuuuu anjyyyyyyy,-1,Negatif
cacat nih aplikasi login susah banget,-2,Negatif
bantu cari nomor iseng,-2,Negatif
aplikasi bagus membntu,-1,Negatif
gampang tau nama kontak dihp orang tau nomer fake tipu nomer asli,-1,Negatif
bagus banget aplikasi suka banget aplikasi getcontact,1,Positif
bantu kerja,1,Positif
ribet asu pasuk no hp tunggu panggil respon verifikasi banget,1,Positif
terima kasih berkat aplikasi tolong tipu,1,Positif
bantu identifikasi tipu pinjol reseh,-1,Negatif
no komen nikmat aplikasi kayak,-1,Negatif
aplikasi ajg uklan mulu babi,-2,Negatif
paham kontak teman manay buka,1,Positif
bayar gratis bayar,1,Positif
bayar,1,Positif
gara apk ngancurin hubung orang gampang banget tinggal sv kontak aneh hubung langsung hancur,1,Positif
smph kali apk nyuri uang apk tulis blok spam tipu tau ya apk gtuan blokir playstore gaguna bahh,-2,Negatif
aplikasi bagus bantu terima kasih moga saudara tolong hindar jahat tipu orang biadab huni neraka jahanam,-3,Negatif
kasih bintang biaya langgan mahal,2,Positif
ya login,1,Positif
telepon kagak aplikasi tahu,-2,Negatif
teman kontak tanda orang baikmks teman,-1,Negatif
bantu apk,-1,Negatif
aplikasi manfaat privasi orang jaga mudah orang hina orang,-1,Negatif
mantap bantu terimakasih,2,Positif
aplikasi hati hati tipu online,-1,Negatif
app nih toololl lihat tanda batas wkwkwk aplikasi bangssat,-1,Negatif
alhamdulillah berkat apk tau nomor habis telfon,1,Positif
bagus apk ya,1,Positif
lihat kembang,2,Positif
bantu kota kenal orang telepon kota kenal,-2,Negatif
bayar,-1,Negatif
apk dikit bayar,-1,Negatif
deteksi nama kontak nama orang,-1,Negatif
mudah tau no masuk kontak good dah,-2,Negatif
lumayan check telepon asing masuk,1,Positif
aplikasi bantu selamat keluarga tipu,1,Positif
sih enak ya mlapake bayar susah,1,Positif
tau nama kontak aneh,-1,Negatif
erti sumpah pakai nya banget orang asih nama tolong balas ya pengin tau,1,Positif
nyimpam puluh orang pas cek safe heng sih,-1,Negatif
bikin ribet,-1,Negatif
pengin haji smuanya bayar,-1,Negatif
sh nih lihat kontak ku nama kontak orang doang tolong,1,Positif
bantu banget min download ya lamaa,2,Positif
aplikasi bagus kah pasang selingkuh,-1,Negatif
susah sih masuk ya cuman ya lumayan tau nama doi sekolah ya akekekek,-1,Negatif
lihat tanda bayar skip deh,1,Positif
bagus guna tpai sayang bayar,1,Positif
bantu nomor tipu,1,Positif
palsu sesuai nyesal gue downloud,1,Positif
mles premium,1,Positif
serba premium pedahal lihat kontak orang,2,Positif
bagus diperbahrui ys,-1,Negatif
mantap bantu selidik nomr kenal,1,Positif
gila orang pakai nama samar nama tahu gebetan,-2,Negatif
aplikasi bagus banget sesal nge install ya,1,Positif
barusan didownload update sih,1,Positif
suka apk bantu,1,Positif
bagus,1,Positif
kg erti kerja cek no kontak hp orang,1,Positif
bantu berguba,-1,Negatif
tau ku nama kontak cek kontak sih,-2,Negatif
bantu aplikasi,-1,Negatif
sayang ya lihat doi nelfon siapaaku kasih bintang ya,2,Positif
aplikasi bagus orang tipu,-1,Negatif
bantu lakilaki suka nipu selingkuhbkln ktauan apliksi,1,Positif
aplikasi maaf hina nyata bukti nama kontak orang fuad nama fuad aplikasi janccco,-4,Negatif
apknya bagus buru download apk orang diam diam suka,-1,Negatif
lihat,1,Positif
suka apkls orang nama pegang hp ya,-1,Negatif
oke good moga bayar,3,Positif
bantu cari kontak,-1,Negatif
bantu nali nomor,1,Positif
limit max kali,-1,Negatif
bantu cari ngesave,-1,Negatif
cek nomor kayak get contact tinggal cari gjtu,-3,Negatif
bagus banget nih aplikasi gua tau nama nlp gua pakai no telepon kenal,-3,Negatif
thankyou sok much gc tolong dengam,-1,Negatif
verifikasi,-1,Negatif
sumpah aplikasi janjok gue downloadsampah anjiiing,-1,Negatif
buka teh teh pakai iklan,2,Positif
bantu cari no kenal,-1,Negatif
tanda bayar,-1,Negatif
membantuuntuk telpon gelap,-1,Negatif
aplikasi mantap keren suka,-1,Negatif
cek tanda wajib bayar,-3,Negatif
cakep tau nomor kenal bank,-1,Negatif
aplikasi bagus lacak nomer kenal,-1,Negatif
bagus pokok biar bintang berkatakata,1,Positif
scam tipu login pakai hati hati,1,Positif
getcontack ayo detail orang tipu masak iya cari orang suka nipu temu,2,Positif
aplikasi bagus banget nilai bintang,1,Positif
aplikasi bagus bantu,-1,Negatif
download bayar lihat tag orang lihat tag orang bayar,2,Positif
lihat smuanya eh mke aplikasi bnke,-1,Negatif
maaf buka ya tolong baik,1,Positif
kesini ribet login ya,-1,Negatif
bantu jual,1,Positif
tambah titik lokasi nomernya lacak,-1,Negatif
aplikasi bantu jual online,1,Positif
uninstall mah bayar kayak,-1,Negatif
haji luminimal gratis guna baruapa suruh bayar,1,Positif
keren tarik,1,Positif
erti guna ya,2,Positif
susah login,-1,Negatif
coba premium,1,Positif
bagus informasi,-1,Negatif
lumayan bantu cari tau nomor curiga sus,-2,Negatif
dikit dikit premium dikit dikit premium dasar developer miskin,-3,Negatif
suka nomor hp,-1,Negatif
aplikasi manfaat guna,1,Positif
sayang batas free,1,Positif
apk bagus warga indonesia membolk spam,-1,Negatif
pakeknya bayar anjir,-1,Negatif
bayar otomatis,1,Positif
download prabayar parah aplikasi sampah,-3,Negatif
bantu aplikasi nomer kenal,-1,Negatif
okeee coba biaya langgan kurang,1,Positif
suka aplikasi inimembantu banget makasihh,1,Positif
mantab tau nama kontak gue hp teman gue wkwkwk,1,Positif
bagus orang jahat wow keren,-1,Negatif
aplikasi telephon manfaat,-1,Negatif
sorry batas bayar ya,-1,Negatif
bintang lihat bayar langgan,2,Positif
bantu sekaligood job,1,Positif
login pencet ya,-1,Negatif
bagus bantu kerja,1,Positif
ah bayar,1,Positif
mantel ecek sih bayar,-1,Negatif
abang nyiptain apk guna banget saynk,2,Positif
aplikasi burik login susah aplikasi buruk download,-4,Negatif
akun coba log sih,1,Positif
update mood pakai,1,Positif
pengin coba aplikasi ya spa tau cocok,-1,Negatif
alhamdulillah bantu lacak nomor nomor kenal,1,Positif
gue saran pakai apk inisoalny pakai tariff coggg beli pulsa langsung habis,1,Positif
app bagus buka,-1,Negatif
guna terimakasih developer,2,Positif
bantu antisipasi nomor nomor resah,-1,Negatif
apk nya bagus maaf ya pakai ya,2,Positif
bagus sih cuman beli premium,1,Positif
sesuai iklan,1,Positif
aplikasi ya bagus bangatttttttttttttttt,1,Positif
fungsi nomor kenal mnlpn,1,Positif
bagus banget sayang bayar,1,Positif
apk nya bagus amay tau temnku kasih nama kontaknyaa,-1,Negatif
apk guna banget ku apk manfaat ku,3,Positif
masuk ya susah banget masuk,-1,Negatif
aplikasi bantu hindar tipu kntl,-1,Negatif
aplikasi bagus bantu,-1,Negatif
inu masuk susah ferivykit wa kirim wa gagal mulu knapa eror rubah bintang,-3,Negatif
maaf bintang kerja getcontact,1,Positif
jelek fake suruh bayar aneh,-2,Negatif
juang hidup putra putri alhamdulilah dewasa bingung keteter ekonomi katena bekas biaya reja utang lumayan mohon bantu srkiranya bantu kelkami bermunazat sang cipta allah robbku pelantara mahluk hakikat allah amin,3,Positif
apk lihat sih a namainn gue aptpi nama doang cuman tau nama,1,Positif
bintang kali pakai bagus bintang,1,Positif
simpan no gue orang ketemu orang apk,-1,Negatif
bantu nomor kenal,-1,Negatif
bantu informasi kait telepon gelap kenal,-1,Negatif
terima kasih app istri tahu piara asu tenan,1,Positif
aplikasi ya bagus apkh kota sasar orang jahat aplikasi ya bagus lihat kepo ya po percaya deh aplikasi ya bagus developer,1,Positif
paham sih aplikasi ya coba komen,1,Positif
main buka,-1,Negatif
privasi orang,-1,Negatif
aplikasi guna tau tlfn,-1,Negatif
pribadi orang bagus aplikasi,-1,Negatif
aplikasi ya bagua banget bohong,1,Positif
bagus hubung,1,Positif
bantu deteksi milik nomor,1,Positif
bantu identifikasi no tipu,1,Positif
login google email facebook,1,Positif
bagus banget kontak orang terimakasih,2,Positif
bantu nomernomer tanda burukdan tanda jahat,-3,Negatif
suka aplikasi bohongnipu tau,-2,Negatif
bagus premium,1,Positif
langsung blokir nomor kenal,-1,Negatif
baguscukup bantu cari tau nama hp orang,-2,Negatif
baharu hambat bayar,-1,Negatif
pas publikasi gratis getcontec orang palsu,3,Positif
langgan langsung uninstal,2,Positif
instal menit langsung uninstal,1,Positif
nice tau orang random nelpon orang jahat,-2,Negatif
manfaat cek no tipu,-1,Negatif
getcontact kecewa bayar,-1,Negatif
sayang bayar biar full,-1,Negatif
mantaps pokok suka aplikasi,-1,Negatif
kesini suruh bayar,-1,Negatif
kecewa,1,Positif
daftar sih gjls banget,1,Positif
keren aneh tulis,1,Positif
kecewa cek kontak,-1,Negatif
loginny sieh login pakai masuk kesal,-1,Negatif
bayar tanda nomor,-1,Negatif
tau nomer spam tipu ya,-1,Negatif
pas instal baca ulas bagus deh,1,Positif
bagus banget aplikasi tau nomor kenal,-1,Negatif
bagussangat membatutidak was nomor telpon asing,1,Positif
premium,1,Positif
ganti nomor telephon susah ampun,-1,Negatif
mudah nali kontak,1,Positif
apk ya bagus lihat nama,2,Positif
asik prabayar,1,Positif
apk ya bantu menglihat kaum scam meng scam ku,1,Positif
knapa cari nomernya muncull nama,-1,Negatif
hati hati pakai get contact orang pura uang teman kontak asli jadi,1,Positif
buka app ya informasi kait nomer hp,2,Positif
mode gratis lihat tag orang,2,Positif
bagus aplikasi bantu banget,-1,Negatif
batas tunggu bulan,-2,Negatif
nih saldo langsung potong tuju tolong langsung potong saldo orang,2,Positif
payah bayar auto uninstall,1,Positif
bagus banget sayang beli paket,2,Positif
top banget lengkap,2,Positif
parah download rugi guna,-1,Negatif
pakai wa gb mod nama save orang,1,Positif
bagus diinstal,1,Positif
apk ya jelek suport deh semangat ya,1,Positif
aplikasi ya guna poin kesel anjr,1,Positif
ah erti pakai ya coba suruh bayar sue,1,Positif
aplikasi keren banget bantu,1,Positif
berbayarmalas ya pakai,1,Positif
berkat aplikasi gue tahu selingkuh auto jomblo terimakasih get contact,-1,Negatif
iklanya login susah,-1,Negatif
keren bantu kroscek no telp,-1,Negatif
keren aplikasi ya batu,1,Positif
aplikasi manfaat tipu,1,Positif
informasi manfaat,1,Positif
bantu lacak nomer,1,Positif
gratis bayar,1,Positif
kaya ya seru nama kontak kasih tau ya,1,Positif
bantu deteksi no,1,Positif
ya lumayan bagus sih sepenuh erti,1,Positif
bagus apk ya sih gue,1,Positif
bari bintang bingung aplikasi,-1,Negatif
aneh install,-1,Negatif
kontak baca,-1,Negatif
banyak iklan,-1,Negatif
iklan mantap apka fheing,1,Positif
pas daftar lanjut ya,2,Positif
kesan buruk verifikasi nomor hp,-1,Negatif
aplikasi bagus tau cewek cewek gatal ngegoda pacar request nama orang save heeh,-3,Negatif
ampuh nali makhluk penggangu pinjol terimakasih,2,Positif
beda suruh bayar iklan kebon,-2,Negatif
bantu halau tipu spam,-1,Negatif
nama kontak baca,1,Positif
aplikasi gj anjing suruh verifikasi ngeclose,-3,Negatif
aplikasi bagus sayang bayar,-1,Negatif
aplikasi bagus suka aplikasi,-2,Negatif
lumayan install ya,1,Positif
bantu,-1,Negatif
beli paket langgan kartu kridit via transfer via,2,Positif
kecewa eror tolong baik,-1,Negatif
mantap langsung telpon nama,2,Positif
apknya bagus tolong nama dalem nomer emotnya tolong munculin emotnya biar tau pacar selingkuh,-3,Negatif
masukudah tunggu,-1,Negatif
kasih bintang ya bingung tag ya nih lihat no telepon ya tuh orang,4,Positif
tambah nama orang kasih tanda,1,Positif
erti operasi,1,Positif
apl dikit dikit bayar pengin lihat tag bayar duongo,-1,Negatif
aplikasi mantap hubung nomor,1,Positif
bayar janji pengaruh,-1,Negatif
masuk apdate,-1,Negatif
getcontatct baik muas ku tau nama dihpnya,-1,Negatif
kecewaaaa bayarrr lihat penandaa,1,Positif
kasih bonus biar gratis apknya mantap,2,Positif
kenpa wajib premium,1,Positif
terimakasih aplikasiny lebinh bagus nih,1,Positif
apk tolol anjpas gue login suruh download wakn gue wa ya anjing,-2,Negatif
bagus aplikasi lihat nama handphone orang,-1,Negatif
lumayan sih nomor nak,-1,Negatif
bagus sayang lihat chat ya orang,3,Positif
mantap sekli aplikasi bantu,-1,Negatif
aplikasi goblok anjing hapus aplikasi ya pulsa ambel aplikasi ajg kembali pulsa,-7,Negatif
apk bagus insial,1,Positif
buang sia sia bayar suruh bayar bujeetttt bintang mah bintang,-4,Negatif
bantu terimakasih getcontact,1,Positif
nomer orang butuh nelpon iseng,-2,Negatif
maaf kasih bintang buka buka bagus tambah deh janji,1,Positif
kerenjd was nojadi tau get contact,-1,Negatif
rusak ya aps ya verivikasi nomer telpon,2,Positif
apk ngntd kali pasuk nomor sah,1,Positif
aplikasi ya bagus banget download,1,Positif
sayang premium opsi,1,Positif
terimakasih developer getcontct berkat aplikasi kapok main asmara,1,Positif
tahi lihat contak orang bayar dwonload ya lumayan makan kuota,1,Positif
get contacts asih tau pacar ku selingkuh satu,-2,Negatif
aplikasi membantusangat senang maka,-1,Negatif
tau nomor orang tipu bayar,-1,Negatif
bagus ngebug,1,Positif
bantu terima kasih moga sukses,3,Positif
tau makeknyajdi hapus ajayg mendowlodgk deh,-2,Negatif
app cuman nampilin orang save nomor sih kontak tuh,1,Positif
aplikasi awesome manfaat,1,Positif
langgan gagal ya,1,Positif
aplikasi bagus menginstal,-1,Negatif
asa ilkan getcontact gratis pas buka bayar kocak,1,Positif
verifikasi kode ya nomor,1,Positif
habis telpon langsung muncul,1,Positif
cocok bantu,1,Positif
bintang pengunaanya paham,1,Positif
suka usil nelpon sms tipu lainlain,-1,Negatif
bagus aplikasi bantu,-1,Negatif
verifikasi gagal apliksi,-1,Negatif
busuk,-1,Negatif
cepat pemberitahuan duga spam,-2,Negatif
apk ya jelek banget tapiiiiiiiiiiiii panik panik panik panik enggaaa gua tau orang nama gua panik panik lagh kapai panik,-9,Negatif
sesuai nama get contacc hati saudara aplikasi ambil data data no hp,-3,Negatif
premium hem,1,Positif
nih verifikasi nomer otp banget server miskin sms kah,1,Positif
bayar via kartu kredit moho inginengubah status tarif,-1,Negatif
apk sungguh jelek susah error mulu baik ya niat sih,-2,Negatif
sudha login lagisekarang prebayar bayar,-1,Negatif
aplikasi bagus sayang bayar,-1,Negatif
bintang ngelacak nomor,1,Positif
verifikasi no telepon sulit,-1,Negatif
b updet bayar mantau,-1,Negatif
bingung login,-1,Negatif
mayoritas hasil benaranda sebarapa kontak pasang ponsel orang,2,Positif
dah lihat penamda premium,1,Positif
puasdan apk ya bagus,1,Positif
pakai kepo,1,Positif
dulusbb bingung ya,1,Positif
payah lihat tag lagimenyusahkan,1,Positif
bagus tingkat,1,Positif
aplikasi nya bagus bantu banget,1,Positif
lelet iklan,-1,Negatif
cek number bayar sih,-1,Negatif
bantu sayang iklanya,-1,Negatif
premium,1,Positif
henti layan premium,-1,Negatif
bantu,1,Positif
malam pakai getcontact,-1,Negatif
aplikasi bagus banget bantu guna,1,Positif
buka aplikasi,-1,Negatif
getcontact bantu,1,Positif
bayar,-1,Negatif
telat updatenya kseluruhan bagus,-1,Negatif
aplikasi verifikasi,-1,Negatif
terimakasih get contact bantu hindar nomor hp tipu dll,1,Positif
aplikasi kayak babi instal,-3,Negatif
bagus tolong baik admin,-1,Negatif
terima kasih get contact orang usaha online berkat tau orang nipu,1,Positif
coba pas coba bagus banget,2,Positif
mantap paham guna,2,Positif
terimakasih banget informasi bantu,2,Positif
premium,1,Positif
kasih bintang dulusaya coba login,-1,Negatif
moga sempurna bantu selidik,1,Positif
semenjak download getcontact tau telpon biarpun nomor simpan,-3,Negatif
suka getcontak bagus apk patut acung jempol,1,Positif
bantu,1,Positif
bagus fungsi sesuai,1,Positif
bagus trlpon sepam langsung blokir,-1,Negatif
bagus namaorang wajib kasih bintang,-1,Negatif
eh monyet lihat no save orang kasih nama bayar ya monyet asa iklan gratis n belit,-1,Negatif
daftar,-1,Negatif
aplikasi mudah orang cari tau nomor orang kenal,-3,Negatif
maaf ya kak lacak nomer skai,1,Positif
bantu hindar telpon tipu,-1,Negatif
bagus banget aplikasi ya bantu terimaksh,1,Positif
pakai top up,1,Positif
hapus apknya ambil pulsa ambil free,-3,Negatif
lang buka kontak nyanyesal,1,Positif
cepat download getcontact guna banget,2,Positif
internet lncr hp oke oke mskx banget dasar aplikasi lot jelek nysel dwonloadnya,1,Positif
bagus lihat nama kasih teman ku kontak wa,1,Positif
aplikasi bagus gratis dikit,-1,Negatif
update ubah,1,Positif
sesuai tupoksi sih serba bayar,1,Positif
tag an gue ya aneh sih tolong hapus tau,-1,Negatif
aplikasi bagus bantu,-1,Negatif
srek limit ya,1,Positif
get contact cegah nomor tipu thx,1,Positif
guna app rumkit susah,-1,Negatif
bantu nomor telepon kenal,1,Positif
bintang premium hapus komentar orang info kah,-1,Negatif
anehh banget dulhh downloadd berbayarr wkwk manaa mahal,2,Positif
aplikasi modal deh ya aplikasi langgar privasi orang,-1,Negatif
aplikasi bagus bantu,-1,Negatif
tolong tambah fitur ngesave no,1,Positif
premium,1,Positif
nomor telpon nomor telpon orang apk,-1,Negatif
getcontact kayak taiii kaya masuk tinggal masuk banyak syarat anjng,-3,Negatif
pliss gratis bayar gue cuan,1,Positif
masuk hp virus tolong toleransi ya,-1,Negatif
aplikasi bantu tau nmor masuk,-3,Negatif
apk bayar ros,1,Positif
suka buka sih habis lihat,1,Positif
bantu no hp kenal teman berhatihati,1,Positif
bantu terima tolak no telpon kenal,-1,Negatif
bagus biaya,1,Positif
aplikasi bantu rugi oknum tanggung tipu,-3,Negatif
manfaat banget pakai apk tau no hp hoax,-1,Negatif
terimakasih gat contact gue tau orang orang simpan nama gue cewek gue suka pcr,-1,Negatif
bagus lihat chat nmer curiga,2,Positif
aplikasi pasang soi nama cowonya aplikasiny terimakasih,1,Positif
coba mudah batu kasih bintang,-1,Negatif
bagus lihat nomor tlfn akurat sayang byr,1,Positif
bagus orang ken nali orang bi kenal,1,Positif
nama apl ubah getcentot,1,Positif
bantu deteksi no telpon abuabu tipu tipu,1,Positif
